职位名称,薪资范围,地点,工作经验,学历要求,岗位标签,公司名称,公司类型,公司规模,city
调查员,5千-1万,广州-天河,不限,高中,"['商标代理', '知识产权法']",广州市权恒知识产权事务所有限公司,民营 ,20-99人 ,广州
业务管理岗,8千-1.2万,广州,1-3年,本科,"['金融业', '咨询服务']",平安普惠融资担保有限公司广东分公司,上市公司 ,1000-9999人 ,广州
统计督导（TO G),5千-7千,广州-番禺,不限,大专,"['企业调研', '市场研究', '定量研究', '定性研究', '市场信息收集', '全职']",深圳市维度数据科技股份有限公司,上市公司 ,500-999人 ,广州
GIS开发工程,8千-1.5万,广州-天河,不限,本科,"['GIS', 'Oracle', 'MySQL', 'C++']",广州长地空间信息技术有限公司,民营 ,100-299人 ,广州
业绩督导（广东） (MJ004695),6千-8千,广州-番禺,1-3年,大专,['熟悉EXCEL公式'],正泰安能数字能源(浙江)股份有限公司,民营 ,1000-9999人 ,广州
研究员,5千-9千,广州,不限,本科,"['office', '数据统计分析']",广州评科市场研究有限公司,民营 ,20-99人 ,广州
汽车信息员,4千-8千,广州-番禺,不限,大专,[],广东健达汽车科技有限公司,民营 ,20人以下 ,广州
Data Business Analysis Manager - Operations,2万-3万,广州,不限,学历不限,[],达能(中国)食品饮料有限公司,外商独资 ,1000-9999人 ,广州
市场管理（广东） (MJ007928),8千-1.2万,广州-番禺,3-5年,大专,"['市场研究', '用户调研', '行业研究', '市场信息收集', '竞品分析', '用户分析', '企业调研', '多元统计分析']",正泰安能数字能源(浙江)股份有限公司,民营 ,1000-9999人 ,广州
区域运营（广州）,1万-1.4万,广州-海珠,1-3年,本科,"['数据采集', '数据挖掘']",开迈斯新能源科技有限公司,合资 ,300-499人 ,广州
市场调研人员,5千-7千,广州-天河,不限,大专,['用户调研'],上海克而瑞信息技术有限公司,外商独资 ,1000-9999人 ,广州
销售助理内勤,4千-6千,广州-番禺,1-3年,大专,[],河南省电满家新能源科技有限公司,其它 ,20-99人 ,广州
市场调查专员,6千-8千,广州-花都,1-3年,大专,['全职'],北京华晨弘毅咨询有限公司,民营 ,100-299人 ,广州
生物统计专员,6千-1万,广州-南沙,1-3年,本科,"['CRO', '临床数据分析', '临床前研究', '临床协调', '临床监查员', '医药科研', '生物工程', '临床试验']",重庆爱永星辰标准医药服务有限公司,民营 ,100-299人 ,广州
Traded Risk Analytics Manager,2.5万-4.5万,广州-天河,5-10年,本科,['数据分析'],汇丰环球,外商独资 ,10000人以上 ,广州
Revenue Operations Analyst,1.5万-3万,广州-越秀,3-5年,本科,"['商业数据分析', '销售数据分析', '行业分析', '英语', '品牌数据分析']",广州栢藤贸易有限公司,外商独资 ,100-299人 ,广州
市场调研专员,5千-1万,广州-天河,不限,大专,"['用户调研', '用户分析']",广州市聚点电子科技有限公司,民营 ,100-299人 ,广州
sas programmer,7千-1.4万,广州-天河,1-3年,本科,"['SAS', '流行病学', '医学', '生物统计学', 'SPSS', 'CRF设计', 'R语言', 'Python']",斯丹姆,民营 ,1000-9999人 ,广州
产品助理（亚马逊调研方向）,6千-1万,广州-白云,不限,本科,"['市场研究', '市场信息收集', '竞品分析', '亚马逊市场调研', '新品调研', '产品开发助理', '亚马逊开发助理', '英语可作为工作语言']",广州优脉电子商务有限公司,民营 ,20-99人 ,广州
市场调研员,5千-1万元/月,广州-越秀,不限,学历不限,"['市场调研', '收集信息', '自有出行工具']",山东千禧众客食品有限公司,其它 ,20-99人 ,广州
高级财务主任(007108),8千-1.2万,广州-越秀,5-10年,大专,"['SQL', 'Python', '销售数据分析', '财务数据分析', '流程优化', '财务']",美心食品（广州）有限公司,港澳台公司 ,10000人以上 ,广州
神秘顾客/暗访员,300-350元/天,广州-白云,不限,学历不限,"['神秘顾客', '暗访', '市场调研']",华夏经纬(广州)数据科技股份有限公司,股份制企业 ,20-99人 ,广州
Wholesale Credit Financial Engineering Manager,2.5万-4.5万,广州-天河,5-10年,本科,['数据分析'],汇丰环球,外商独资 ,10000人以上 ,广州
Data Analyst Manager,2.2万-2.8万,广州,不限,学历不限,[],达能(中国)食品饮料有限公司,外商独资 ,1000-9999人 ,广州
市场督察专员,5千-8千,广州-番禺,1-3年,学历不限,"['用户调研', '企业调研', '行业研究', '用户分析', '市场信息收集', '竞品分析', '全职']",广东康仕达药业有限公司,民营 ,100-299人 ,广州
金融行业研究员（双休）,6千-1.2万,广州-越秀,不限,大专,"['基本面研究', '经济研究', '政策研究', '技术面研究', '期货研究', '证券研究']",广东合顺投资控股有限公司,民营 ,20-99人 ,广州
风控运营专员(006657),8千-1.4万,广州-天河,1-3年,本科,"['Python', 'Power BI', '数据分析', '风控']",广州南天电脑系统有限公司,股份制企业 ,500-999人 ,广州
Date analyst-Qlik,1.5万-2.4万,广州-海珠,3-5年,本科,"['Power BI', 'QLIK']",上海晨钦信息科技服务有限公司,上市公司 ,1000-9999人 ,广州
市场调研助理,8千-1万,广州-番禺,不限,硕士,"['市场研究', '用户调研', '行业研究', '企业调研', '市场信息收集', '用户分析', '竞品分析', '渠道合作']",海大集团,上市公司 ,10000人以上 ,广州
股票量化研究员,1.2万-2.4万,广州,不限,硕士,"['金融业', '期货从业资格证', '股票市场']",广发期货有限公司,其它 ,500-999人 ,广州
bi报表开发（帆软、永洪）,1.2万-1.3万,广州-花都,5-10年,大专,"['帆软', '永洪']",达普信,股份制企业 ,100-299人 ,广州
米内网-研究员,8千-1.3万,广州,1-3年,本科,"['市场研究', '行业研究', '市场信息收集', '医药行业调研', '医药大数据', 'SQL', '大数据处理', '项目汇报']",广州标点医药信息股份有限公司,股份制企业 ,100-299人 ,广州
国债期货研究员,1.2万-2.4万,广州-天河,不限,本科,"['基本面研究', '经济研究', '政策研究', '期货研究', '技术面研究']",广发期货有限公司,其它 ,500-999人 ,广州
Marketing Analyst-Senior（劳动派遣））,9千-1.5万,广州-天河,5-10年,本科,['物流行业'],联邦快递(中国)有限公司武汉分公司,外商独资 ,10000人以上 ,广州
市场拓展,1.2万-2万,广州-天河,不限,大专,"['交易研究', '基本面研究', '定量研究', '行业研究', '技术面研究', '市场研究', '经济研究', '政策研究']",广州金鸿项目管理有限公司, ,20-99人 ,广州
高级督导/督导,6千-7千,广州-越秀,1-3年,大专,"['市场研究', '用户调研', '行业研究', '企业调研']",广州市商略信息咨询有限公司,民营 ,20-99人 ,广州
统计员/财务会计助理/销售跟单（朝九晚五，双休）,4千-6千,广州,1-3年,大专,"['数据分析', '销售业务数据', '统计学']",广州浩和建材有限公司,民营 ,20-99人 ,广州
高级SAS程序师（全国）,1.5万-3万,广州-越秀,3-5年,本科,"['临床试验', '临床数据分析']",普瑞盛(北京)医药科技开发股份有限公司,合资 ,300-499人 ,广州
商品主任,1万-2万,广州-番禺,5-10年,本科,"['数据分析能力', '商品运营', '有主见', '性格活泼']",比音勒芬,股份制企业 ,1000-9999人 ,广州
"AVP, Financial Engineering - Global Risk Analytics",2.5万-4.5万,广州-天河,5-10年,本科,['数据分析'],汇丰环球,外商独资 ,10000人以上 ,广州
BI报表开发（财务经营看板+线上面试）,1.2万-1.3万,广州-花都,5-10年,大专,"['报表开发', '数据可视化', '永洪BI', 'FineReport']",达普信,股份制企业 ,100-299人 ,广州
助理研究员,4千-6千,广州,不限,本科,"['office', '数据统计分析']",广州评科市场研究有限公司,民营 ,20-99人 ,广州
金融实习生-证券服务部,100-150/天,广州,无经验,本科,"['金融', '基金']",汇丰环球,外商独资 ,10000人以上 ,广州
执行督导（市场调研 双休）,5千-7千,广州-番禺,1-3年,本科,"['市场调研', '督导']",华夏经纬(广州)数据科技股份有限公司,股份制企业 ,20-99人 ,广州
生物统计师,1.5万-2.5万,广州-越秀,1-3年,硕士,"['医学', '流行病学', 'SAS', 'STATA']",博纳西亚(合肥)医药科技有限公司,民营 ,300-499人 ,广州
经营管理岗,1.3万-2万,广州-越秀,5-10年,本科,"['经营分析', '经营管理', '组织绩效']",广东省国际工程咨询有限公司,国企 ,1000-9999人 ,广州
证券柜员（一对一培养）,6千-1万,广州-番禺,不限,本科,[],广州经传多赢投资咨询有限公司,民营 ,500-999人 ,广州
全国-高级统计程序员 l/ll (MJ000382),1.3万-2万,广州-越秀,5-10年,学历不限,['临床数据分析'],昆翎(北京)医药科技发展有限公司,外商独资 ,1000-9999人 ,广州
"AVP, Decision Science, Global Risk Analytics",2.5万-3.5万,广州-天河,5-10年,本科,['Python'],汇丰环球,外商独资 ,10000人以上 ,广州
财富顾问（广州江南大道中路）,8千-1.6万,广州-海珠,不限,本科,"['股票市场', '基金市场', '金融业', '投资分析', '证券从业资格证', '基金从业资格证', '证券投资咨询资格证']",光大证券,上市公司 ,1000-9999人 ,广州
市场调研实习生,120-140/天,广州,无经验,本科,"['用户调研', '市场研究', '市场信息收集', '全职兼职均可']",广东德孚睿信息咨询有限公司,民营 ,100-299人 ,广州
BFCR Manager - Data and Analytics,1.5万-2.5万,广州-天河,1-3年,本科,['基金数据分析'],汇丰环球,外商独资 ,10000人以上 ,广州
高级研究员,8千-1.5万,广州,不限,本科,['数据统计分析'],广州评科市场研究有限公司,民营 ,20-99人 ,广州
金融市场部实习生,100-150/天,广州-天河,无经验,本科,['银行数据分析'],澳门国际银行广州分行,港澳台公司 ,300-499人 ,广州
power bi工程师-广州,1.6万-2.7万,广州-番禺,3-5年,本科,['Power BI'],上海晨钦信息科技服务有限公司,上市公司 ,1000-9999人 ,广州
bi工程师,1.3万-1.4万,广州-黄埔,3-5年,大专,"['报表开发', '数据可视化', 'Power BI', 'DataStage', 'Azure', 'ALI DATAPHIN', 'Python']",湖南拓维云创科技有限责任公司,上市公司 ,1000-9999人 ,广州
服装商品专员,6千-9千,广州-白云,3-5年,大专,"['excel', '数据分析', '调拨调配', '服装商品专员']",艾维斯(广州)时尚服饰有限公司, ,100-299人 ,广州
市场调研专员/经理,8千-1.6万,广州-白云,1-3年,本科,"['市场研究', '用户调研', '行业研究', '市场信息收集', '竞品分析', '全职']",广东阔淼生活用品有限公司,民营 ,20-99人 ,广州
调查经理,6千-9千,广州,3-5年,学历不限,"['反假冒', '知识产权']",上海新诤信知识产权服务股份有限公司,民营 ,100-299人 ,广州
ETL/BI开发实习生,100-150/天,广州-天河,无经验,本科,"['Java', '数据挖掘', '数据仓库', 'Smartbi', 'Oracle', 'MySQL', 'SQL Server', 'Kafka']",广州必云信息科技有限责任公司,民营 ,20-99人 ,广州
项目助理,5千-8千,广州-番禺,1-3年,本科,"['数据分析', 'PPT', '项目管理', '客户对接']",广州沁天企业管理咨询有限公司,民营 ,20-99人 ,广州
Statistical Programmer （contractor）,1.2万-1.6万,广州-越秀,3-5年,本科,"['临床数据分析', '临床试验', '医药科研']",葆元生物医药科技(杭州)有限公司上海分公司,外商独资 ,100-299人 ,广州
高级研究员（市场调研）,7千-1万,广州-番禺,3-5年,本科,"['撰写报告', '定量研究', '定性研究']",华夏经纬(广州)数据科技股份有限公司,股份制企业 ,20-99人 ,广州
信息调研员,5千-1万,广州-海珠,不限,大专,"['信息专员', '信息生产', '电话客服', '非销售客服', '质检客服', '互联网客服']",广东掌中万维电子有限公司,民营 ,100-299人 ,广州
财经讲师,1万-2万,广州-天河,5-10年,本科,"['金融', '经济分析', '证券投顾资格证']",广东科德投资顾问有限公司,民营 ,100-299人 ,广州
知识产权调查员,5千-6千,广州,不限,高中,['市场营销'],广州慧昊知识产权代理有限公司,其它 ,100-299人 ,广州
轻松兼职普查员 日底薪150元加提成模式,200-400元/天,广州-番禺,不限,高中,[],广州南舟智能科技有限公司,其它 ,20人以下 ,广州
股票讲师,8千-1.6万,广州-番禺,5-10年,大专,"['股票市场', '投资分析', '基本面分析', '证券从业资格证', '证券投资咨询资格证', '股票讲课']",广州俊影文化传播有限公司,民营 ,20-99人 ,广州
市场研究岗（广州）(J24226),1万-1.5万,广州-海珠,3-5年,本科,"['市场研究', '全职']",保利和润房地产投资顾问有限公司,国企 ,10000人以上 ,广州
后端投顾讲师,1.3万-1.6万,广州-番禺,1-3年,本科,"['股票市场', '证券从业资格证', '证券投资咨询资格证']",湖北东路通信息科技有限公司, ,20-99人 ,广州
证券服务顾问（专业培训）,8千-1.2万,广州-番禺,不限,大专,"['金融业', '证券从业资格证']",广州经传多赢投资咨询有限公司,民营 ,500-999人 ,广州
权益策略研究岗,1.2万-2.4万,广州,不限,硕士,"['经济分析', '量化分析', '期货从业资格证']",广发期货有限公司,其它 ,500-999人 ,广州
APAC Intern,100-150/天,广州-天河,无经验,本科,"['英语可作为工作语言', 'SQL', 'Power-BI', '数学/统计学专业']",北京互联企信信息技术有限公司,外商独资 ,1000-9999人 ,广州
金融实习生（投顾方向）,4千-8千,广州,不限,本科,"['证券从业资格证', '金融销售']",广州经传多赢投资咨询有限公司,民营 ,500-999人 ,广州
生物统计师,1万-2万,广州-越秀,1-3年,硕士,"['方案', '统计假设', 'SAR支持', '样本量']",北京思睦瑞科医药科技股份有限公司,民营 ,300-499人 ,广州
双休-不加班-文具产品开发,6千-7千,广州-天河,1-3年,本科,"['用户调研', '行业研究', '竞品分析', '全职']",广州亚杰贸易有限公司, ,20-99人 ,广州
证券管培生,6千-9千,广州,不限,本科,['证券从业资格证'],广州经传多赢投资咨询有限公司,民营 ,500-999人 ,广州
生物统计师,1万-2万,广州-南沙,1-3年,本科,"['临床监查员', '临床协调', '临床前研究', '临床数据分析', 'CRO', '生物工程']",重庆爱永星辰标准医药服务有限公司,民营 ,100-299人 ,广州
日薪可达300元，3个月兼职,6千-7千,广州-番禺,不限,高中,"['用户调研', '市场信息收集']",广州南舟智能科技有限公司,其它 ,20人以下 ,广州
证券实习生,150-200/天,广州-番禺,无经验,本科,"['金融业', '证券从业资格证', '股票市场']",广州经传多赢投资咨询有限公司,民营 ,500-999人 ,广州
金融服务专员 - 证券服务部,6千-8千,广州,不限,本科,"['经济分析', '金融', '基金', '会计', '金融业']",汇丰环球,外商独资 ,10000人以上 ,广州
双休 证券投资顾问,9千-1.7万,广州-天河,不限,学历不限,"['股票市场', '基金市场', '期货市场', '投资分析', '证券从业资格证', '基金从业资格证', '证券投资咨询资格证', '期货从业资格证']",广州财神科技信息有限公司,民营 ,20-99人 ,广州
金融服务专员（专业方向）,6千-8千,广州-番禺,不限,本科,['股票市场'],广州经传多赢投资咨询有限公司,民营 ,500-999人 ,广州
bi工程师,1万-1.3万,广州-花都,5-10年,大专,"['报表开发', 'PostgreSQL', 'SQL', '前端开发', 'ECharts', 'Power BI', 'Oracle', 'MySQL']",达普信,股份制企业 ,100-299人 ,广州
